step,a,b,c,x,xprime,y
6777194,0,1,0,2513,382,635
6778389,0,1,0,2514,381,635
6778863,0,1,0,2515,380,635
6778894,0,1,0,2516,379,635
6780420,0,1,0,2517,378,635
6780423,0,1,0,2518,377,635
6780520,0,1,0,2519,376,635
6781415,0,1,0,2520,375,635
6783201,1,1,0,2520,375,635
6783207,1,1,1,2518,376,635
6783213,1,1,2,2516,377,635
6783219,1,1,1,2516,377,635
6783244,1,1,2,2514,378,635
6783245,1,1,2,2515,377,635
6783248,1,1,3,2513,378,635
6783252,1,1,2,2513,378,635
6783273,1,1,3,2511,379,635
6783275,1,1,2,2511,379,635
6783282,1,1,3,2509,380,635
6783286,1,1,2,2509,380,635
6783291,1,1,3,2507,381,635
6783293,1,1,2,2507,381,635
6783296,1,1,1,2507,381,635
6783297,1,1,2,2505,382,635
6783306,1,1,3,2503,383,635
6783310,1,1,2,2503,383,635
6783312,1,1,3,2501,384,635
6783313,1,1,2,2501,384,635
6783329,1,1,3,2499,385,635
6783332,1,1,2,2499,385,635
6783337,1,1,3,2497,386,635
6783344,1,1,2,2497,386,635
6783355,1,1,1,2497,386,635
6783356,0,1,1,2497,386,635
6783357,0,1,1,2498,385,635
6784397,0,1,1,2499,384,635
6784560,0,1,0,2499,384,636
6785099,0,1,0,2500,383,636
6785715,0,1,0,2501,382,636
6786535,0,1,0,2502,381,636
6787759,0,1,0,2503,380,636
6788130,0,1,0,2504,379,636
6788562,0,1,0,2505,378,636
6790282,0,1,0,2506,377,636
6791053,0,1,0,2507,376,636
6791117,0,1,0,2508,375,636
6792324,0,1,0,2509,374,636
6793847,0,1,0,2510,373,636
6794684,0,1,0,2511,372,636
6796535,0,1,0,2512,371,636
6796561,0,1,0,2513,370,636
6797319,0,1,0,2514,369,636
6800971,0,1,0,2515,368,636
6802259,0,1,0,2516,367,636
6804721,0,1,0,2517,366,636
6805295,0,1,0,2518,365,636
6805507,0,1,0,2519,364,636
6805953,0,1,0,2520,363,636
6806745,0,1,0,2521,362,636
6808840,0,1,0,2522,361,636
6808846,0,1,0,2523,360,636
6809777,0,1,0,2524,359,636
6810436,0,1,0,2525,358,636
6810490,0,1,0,2526,357,636
6811980,0,1,0,2527,356,636
6812973,0,1,0,2528,355,636
6815671,0,1,0,2529,354,636
6816752,0,1,0,2530,353,636
6817756,0,1,0,2531,352,636
6818267,0,1,0,2532,351,636
6818713,0,1,0,2533,350,636
6818872,0,1,0,2534,349,636
6819976,0,1,0,2535,348,636
6820025,0,1,0,2536,347,636
6820153,0,1,0,2537,346,636
6821678,0,1,0,2538,345,636
6822430,0,1,0,2539,344,636
6822551,0,1,0,2540,343,636
6823288,0,1,0,2541,342,636
6824778,0,1,0,2542,341,636
6826530,0,1,0,2543,340,636
6826878,0,1,0,2544,339,636
6827226,1,1,0,2544,339,636
6827227,1,1,1,2542,340,636
6827231,1,1,2,2540,341,636
6827234,1,1,3,2538,342,636
6827236,1,1,2,2538,342,636
6827240,1,1,1,2538,342,636
6827246,1,1,2,2536,343,636
6827248,1,1,1,2536,343,636
6827249,1,1,2,2534,344,636
6827251,1,1,1,2534,344,636
6827261,1,1,2,2532,345,636
6827262,1,1,3,2530,346,636
6827263,1,1,2,2530,346,636
6827281,1,1,1,2530,346,636
6827284,1,1,2,2528,347,636
6827288,1,1,3,2526,348,636
6827291,1,1,2,2526,348,636
6827297,1,1,1,2526,348,636
6827303,1,1,2,2524,349,636
6827305,1,1,3,2522,350,636
6827319,1,1,2,2522,350,636
6827322,1,1,1,2522,350,636
6827328,1,1,2,2520,351,636
6827333,1,1,3,2518,352,636
6827336,0,1,3,2518,352,636
6827372,0,1,2,2518,352,636
6827382,0,1,1,2518,352,636
6827458,0,1,0,2518,352,637
6827775,0,1,0,2519,351,637
6828531,0,1,0,2520,350,637
6829556,0,1,0,2521,349,637
6829626,0,1,0,2522,348,637
6829818,0,1,0,2523,347,637
6831768,0,1,0,2524,346,637
6832546,0,1,0,2525,345,637
6833354,0,1,0,2526,344,637
6834833,0,1,0,2527,343,637
6835349,0,1,0,2528,342,637
6836464,0,1,0,2529,341,637
6837293,0,1,0,2530,340,637
6837622,0,1,0,2531,339,637
6838403,0,1,0,2532,338,637
6838765,0,1,0,2533,337,637
6840427,0,1,0,2534,336,637
6841692,1,1,0,2534,336,637
6841695,1,1,1,2532,337,637
6841730,1,1,2,2530,338,637
6841731,1,1,1,2530,338,638
6841734,1,1,0,2530,338,639
6841754,1,1,1,2528,339,639
6841758,1,1,2,2526,340,639
6841761,1,1,3,2524,341,639
6841776,1,1,4,2522,342,639
6841784,1,1,3,2522,342,639
6841785,1,1,2,2522,342,639
6841786,1,1,1,2522,342,639
6841789,1,1,2,2520,343,639
6841800,1,1,1,2520,343,639
6841802,1,1,2,2518,344,639
6841804,1,1,3,2516,345,639
6841806,1,1,4,2514,346,639
6841808,1,1,5,2512,347,639
6841816,1,1,4,2512,347,639
6841824,1,1,3,2512,347,639
6841828,1,1,4,2510,348,639
6841840,1,1,3,2510,348,639
6841841,1,1,2,2510,348,639
6841847,1,1,3,2508,349,639
6841850,1,1,2,2508,349,639
6841852,1,1,3,2506,350,639
6841860,1,1,2,2506,350,639
6841867,1,1,3,2504,351,639
6841868,1,1,2,2504,351,639
6841877,1,1,3,2502,352,639
6841892,1,1,2,2502,352,639
6841893,1,1,1,2502,352,639
6841915,1,1,2,2500,353,639
6841916,1,1,3,2498,354,639
6841917,1,1,2,2498,354,639
6841922,1,1,3,2496,355,639
6841925,1,1,2,2496,355,639
6841932,1,1,3,2494,356,639
6841935,1,1,2,2494,356,639
6841939,1,1,3,2492,357,639
6841941,1,1,4,2490,358,639
6841945,1,1,3,2490,358,639
6841947,1,1,2,2490,358,639
6841949,1,1,3,2488,359,639
6841952,1,1,4,2486,360,639
6841954,1,1,3,2486,360,639
6841972,1,1,4,2484,361,639
6841975,1,1,3,2484,361,639
6841991,1,1,2,2484,361,639
6841994,1,1,1,2484,361,639
6841999,1,1,2,2482,362,639
6842007,1,1,3,2480,363,639
6842011,1,1,2,2480,363,640
6842013,1,1,1,2480,363,640
6842024,1,1,2,2478,364,640
6842029,0,1,2,2478,364,640
6842039,0,1,1,2478,364,640
6842898,0,1,0,2478,364,641
6843596,0,1,0,2479,363,641
6845896,0,1,0,2480,362,641
6846138,0,1,0,2481,361,641
6846730,1,1,0,2481,361,641
6846731,1,1,1,2479,362,641
6846740,1,1,2,2477,363,641
6846743,1,1,1,2477,363,641
6846752,1,1,2,2475,364,641
6846754,1,1,1,2475,364,641
6846756,1,1,2,2473,365,641
6846757,1,1,1,2473,365,641
6846786,1,1,2,2471,366,641
6846788,1,1,3,2469,367,641
6846796,1,1,2,2469,367,641
6846800,1,1,1,2469,367,641
6846822,1,1,2,2467,368,641
6846825,1,1,1,2467,368,641
6846855,1,1,2,2465,369,641
6846858,1,1,3,2463,370,641
6846865,1,1,4,2461,371,641
6846866,1,1,3,2461,371,641
6846869,1,1,2,2461,371,641
6846876,1,1,1,2461,371,641
6846882,1,1,2,2459,372,641
6846883,1,1,1,2459,372,641
6846913,1,1,2,2457,373,641
6846916,1,1,1,2457,373,641
6846928,1,1,2,2455,374,641
6846932,1,1,3,2453,375,641
6846934,1,1,4,2451,376,641
6846936,1,1,3,2451,376,641
6846944,1,1,2,2451,376,641
6846945,1,1,1,2451,376,641
6846950,1,1,2,2449,377,641
6846954,1,1,1,2449,377,641
6846956,1,1,2,2447,378,641
6846959,1,1,3,2445,379,641
6846962,1,1,2,2445,379,641
6846967,1,1,3,2443,380,641
6846979,1,1,2,2443,380,641
6846987,1,1,1,2443,380,641
6846992,1,1,2,2441,381,641
6846993,1,1,3,2439,382,641
6846994,1,1,2,2439,382,641
6846996,1,1,3,2437,383,641
6846997,1,1,2,2437,383,641
6847000,0,1,2,2437,383,641
6847005,0,1,1,2437,383,641
6847069,0,1,0,2437,383,642
6849651,0,1,0,2438,382,642
6849757,0,1,0,2439,381,642
6849776,0,1,0,2440,380,642
6849997,0,1,0,2441,379,642
6852484,0,1,0,2442,378,642
6852887,0,1,0,2443,377,642
6853555,0,1,0,2444,376,642
6854095,0,1,0,2445,375,642
6856277,0,1,0,2446,374,642
6856892,0,1,0,2447,373,642
6857805,0,1,0,2448,372,642
6858939,0,1,0,2449,371,642
6859215,0,1,0,2450,370,642
6860670,1,1,0,2450,370,642
6860678,1,1,1,2448,371,642
6860679,1,1,2,2446,372,642
6860680,1,1,3,2444,373,642
6860682,1,1,4,2442,374,642
6860690,1,1,5,2440,375,642
6860691,1,1,4,2440,375,642
6860692,1,1,3,2440,375,642
6860693,1,1,2,2440,375,642
6860695,1,1,3,2438,376,642
6860706,1,1,2,2438,376,642
6860707,1,1,3,2436,377,642
6860721,1,1,4,2434,378,642
6860724,1,1,5,2432,379,642
6860725,1,1,4,2432,379,642
6860726,1,1,5,2430,380,642
6860729,1,1,6,2428,381,642
6860733,1,1,7,2426,382,642
6860736,1,1,6,2426,382,642
6860737,1,1,5,2426,382,642
6860743,1,1,6,2424,383,642
6860761,1,1,5,2424,383,642
6860762,1,1,6,2422,384,642
6860767,1,1,5,2422,384,642
6860769,1,1,6,2420,385,642
6860772,1,1,7,2418,386,642
6860773,1,1,6,2418,386,642
6860785,1,1,5,2418,386,642
6860789,1,1,6,2416,387,642
6860797,1,1,7,2414,388,642
6860801,1,1,8,2412,389,642
6860802,1,1,9,2410,390,642
6860808,1,1,8,2410,390,642
6860816,1,1,7,2410,390,642
6860819,1,1,6,2410,390,642
6860821,1,1,7,2408,391,642
6860823,0,1,7,2408,391,642
6860833,0,1,6,2408,391,642
6860836,0,1,5,2408,391,642
6860842,0,1,4,2408,391,642
6860850,0,1,3,2408,391,642
6860870,0,1,2,2408,391,642
6860886,0,1,1,2408,391,642
6860895,0,1,1,2409,390,642
6861974,0,1,0,2409,390,643
6862768,0,1,0,2410,389,643
6863056,0,1,0,2411,388,643
6864241,0,1,0,2412,387,643
6865215,1,1,0,2412,387,643
6865219,1,1,1,2410,388,643
6865223,1,1,2,2408,389,643
6865224,1,1,1,2408,389,643
6865227,1,1,2,2406,390,643
6865229,1,1,1,2406,390,643
6865234,1,1,2,2404,391,643
6865249,1,1,3,2402,392,643
6865260,1,1,4,2400,393,643
6865266,1,1,3,2400,393,643
6865270,1,1,2,2400,393,643
6865274,1,1,3,2398,394,643
6865279,1,1,2,2398,394,643
6865286,1,1,3,2396,395,643
6865287,1,1,2,2396,395,643
6865289,1,1,1,2396,395,643
6865305,1,1,2,2394,396,643
6865306,1,1,3,2392,397,643
6865320,1,1,2,2392,397,643
6865329,1,1,1,2392,397,643
6865335,0,1,1,2392,397,643
6865749,0,1,1,2393,396,643
6867152,0,1,0,2393,396,644
6869017,0,1,0,2394,395,644
6869729,0,1,0,2395,394,644
6872593,0,1,0,2396,393,644
6873391,0,1,0,2397,392,644
6874855,0,1,0,2398,391,644
6876140,0,1,0,2399,390,644
6876421,0,1,0,2400,389,644
6877354,0,1,0,2401,388,644
6877402,0,1,0,2402,387,644
6877828,0,1,0,2403,386,644
6879383,0,1,0,2404,385,644
6879977,0,1,0,2405,384,644
6882740,0,1,0,2406,383,644
6883524,0,1,0,2407,382,644
6886906,0,1,0,2408,381,644
6888557,0,1,0,2409,380,644
6888733,0,1,0,2410,379,644
6888781,0,1,0,2411,378,644
6888959,0,1,0,2412,377,644
6889435,0,1,0,2413,376,644
6889598,0,1,0,2414,375,644
6891472,1,1,0,2414,375,644
6891480,1,1,1,2412,376,644
6891490,1,1,2,2410,377,644
6891492,0,1,2,2410,377,644
6891531,0,1,1,2410,377,644
6891765,0,1,1,2411,376,644
6892110,0,1,0,2411,376,645
6892657,0,1,0,2412,375,645
6893069,0,1,0,2413,374,645
6893627,0,1,0,2414,373,645
6893911,0,1,0,2415,372,645
6894940,0,1,0,2416,371,645
6895494,0,1,0,2417,370,645
6897409,0,1,0,2418,369,645
6899077,0,1,0,2419,368,645
6899334,0,1,0,2420,367,645
6900666,0,1,0,2421,366,645
6900742,1,1,0,2421,366,645
6900747,0,1,0,2421,366,645
6901619,0,1,0,2422,365,645
6904439,0,1,0,2423,364,645
6905201,0,1,0,2424,363,645
6906582,0,1,0,2425,362,645
6907987,0,1,0,2426,361,645
6908228,0,1,0,2427,360,645
6908602,0,1,0,2428,359,645
6909220,0,1,0,2429,358,645
6909532,0,1,0,2430,357,645
6909924,0,1,0,2431,356,645
6911160,1,1,0,2431,356,645
6911170,1,1,1,2429,357,645
6911174,1,1,2,2427,358,645
6911187,0,1,2,2427,358,645
6911199,0,1,1,2427,358,645
6911848,0,1,0,2427,358,646
6912167,0,1,0,2428,357,646
6915126,0,1,0,2429,356,646
6915141,0,1,0,2430,355,646
6916455,0,1,0,2431,354,646
6917113,0,1,0,2432,353,646
6917291,0,1,0,2433,352,646
6918087,0,1,0,2434,351,646
6919538,0,1,0,2435,350,646
6919789,0,1,0,2436,349,646
6920185,0,1,0,2437,348,646
6921047,0,1,0,2438,347,646
6921637,0,1,0,2439,346,646
6922063,0,1,0,2440,345,646
6922097,0,1,0,2441,344,646
6922851,0,1,0,2442,343,646
6924134,0,1,0,2443,342,646
6924238,0,1,0,2444,341,646
6925082,0,1,0,2445,340,646
6925490,0,1,0,2446,339,646
6929040,0,1,0,2447,338,646
6929750,0,1,0,2448,337,646
6930263,0,1,0,2449,336,646
6931757,0,1,0,2450,335,646
6932434,0,1,0,2451,334,646
6933979,0,1,0,2452,333,646
6934467,1,1,0,2452,333,646
6934479,1,1,1,2450,334,646
6934486,0,1,1,2450,334,646
6935011,0,1,0,2450,334,647
6935157,0,1,0,2451,333,647
6935437,0,1,0,2452,332,647
6936662,0,1,0,2453,331,647
6936780,0,1,0,2454,330,647
6937526,0,1,0,2455,329,647
6937742,1,1,0,2455,329,647
6937762,1,1,1,2453,330,647
6937771,1,1,2,2451,331,647
6937772,1,1,1,2451,331,647
6937791,1,1,1,2452,330,647
6937792,1,1,2,2450,331,647
6937794,1,1,1,2450,331,647
6937800,1,1,2,2448,332,647
6937804,1,1,3,2446,333,647
6937812,1,1,4,2444,334,647
6937813,1,1,5,2442,335,647
6937825,1,1,6,2440,336,647
6937830,1,1,7,2438,337,647
6937836,1,1,8,2436,338,647
6937843,1,1,9,2434,339,647
6937847,1,1,8,2434,339,647
6937853,1,1,9,2432,340,647
6937856,1,1,10,2430,341,647
6937862,1,1,11,2428,342,647
6937871,1,1,10,2428,342,647
6937874,1,1,11,2426,343,647
6937879,1,1,10,2426,343,647
6937897,1,1,9,2426,343,647
6937900,1,1,8,2426,343,647
6937914,1,1,9,2424,344,647
6937918,1,1,8,2424,344,647
6937928,1,1,7,2424,344,647
6937929,1,1,8,2422,345,647
6937933,1,1,7,2422,345,647
6937939,1,1,6,2422,345,647
6937942,1,1,5,2422,345,647
6937944,1,1,6,2420,346,647
6937946,1,1,7,2418,347,647
6937948,1,1,6,2418,347,647
6937950,1,1,7,2416,348,647
6937957,1,1,6,2416,348,647
6937958,1,1,7,2414,349,647
6937969,1,1,8,2412,350,647
6937970,1,1,7,2412,350,647
6937973,1,1,8,2410,351,647
6937979,1,1,7,2410,351,647
6937981,1,1,6,2410,351,647
6937984,1,1,7,2408,352,647
6937993,1,1,6,2408,352,647
6937995,1,1,7,2406,353,647
6938007,1,1,6,2406,353,647
6938013,1,1,5,2406,353,647
6938014,1,1,4,2406,353,647
6938021,1,1,5,2404,354,647
6938032,1,1,6,2402,355,647
6938033,1,1,7,2400,356,647
6938044,1,1,8,2398,357,647
6938048,1,1,9,2396,358,647
6938050,1,1,10,2394,359,647
6938057,1,1,9,2394,359,647
6938071,1,1,10,2392,360,647
6938072,1,1,9,2392,360,647
6938078,1,1,10,2390,361,647
6938082,1,1,11,2388,362,647
6938088,1,1,10,2388,362,647
6938089,1,1,9,2388,362,647
6938093,1,1,8,2388,362,647
6938094,1,1,7,2388,362,647
6938095,1,1,8,2386,363,647
6938097,1,1,7,2386,363,647
6938103,1,1,8,2384,364,647
6938112,1,1,9,2382,365,647
6938118,1,1,10,2380,366,647
6938122,1,1,9,2380,366,647
6938133,1,1,8,2380,366,647
6938141,1,1,9,2378,367,647
6938144,1,1,10,2376,368,647
6938151,1,1,11,2374,369,647
6938160,1,1,12,2372,370,647
6938164,1,1,11,2372,370,647
6938174,1,1,10,2372,370,647
6938183,1,1,9,2372,370,647
6938191,1,1,8,2372,370,647
6938195,1,1,9,2370,371,647
6938200,1,1,8,2370,371,647
6938201,1,1,7,2370,371,647
6938205,1,1,8,2368,372,647
6938206,1,1,7,2368,372,647
6938207,1,1,8,2366,373,647
6938208,1,1,9,2364,374,647
6938215,1,1,10,2362,375,647
6938217,1,1,9,2362,375,647
6938221,1,1,8,2362,375,647
6938223,1,1,9,2360,376,647
6938236,1,1,10,2358,377,647
6938239,1,1,9,2358,377,647
6938242,1,1,8,2358,377,647
6938245,1,1,7,2358,377,647
6938248,1,1,8,2356,378,647
6938252,0,1,8,2356,378,647
6938254,0,1,7,2356,378,647
6938257,0,1,6,2356,378,647
6938259,0,1,5,2356,378,647
6938270,0,1,4,2356,378,647
6938272,0,1,3,2356,378,647
6938276,0,1,2,2356,378,647
6938285,0,1,1,2356,378,647
6938799,0,1,0,2356,378,648
6939665,0,1,0,2357,377,648
6939733,0,1,0,2358,376,648
6940252,0,1,0,2359,375,648
6941255,1,1,0,2359,375,648
6941258,1,1,1,2357,376,648
6941273,1,1,2,2355,377,648
6941275,1,1,3,2353,378,648
6941279,1,1,2,2353,378,648
6941282,1,1,3,2351,379,648
6941283,1,1,4,2349,380,648
6941285,1,1,3,2349,380,648
6941287,1,1,4,2347,381,648
6941291,1,1,3,2347,381,648
6941293,1,1,4,2345,382,648
6941296,1,1,3,2345,382,648
6941298,1,1,2,2345,382,648
6941299,1,1,1,2345,382,648
6941318,1,1,2,2343,383,648
6941320,0,1,2,2343,383,648
6941341,0,1,1,2343,383,648
6941918,0,1,1,2344,382,648
6942029,0,1,0,2344,382,649
6942869,0,1,0,2345,381,649
6943793,0,1,0,2346,380,649
6943986,0,1,0,2347,379,649
6946873,0,1,0,2348,378,649
6947983,0,1,0,2349,377,649
6948034,0,1,0,2350,376,649
6948540,0,1,0,2351,375,649
6948997,0,1,0,2352,374,649
6949293,0,1,0,2353,373,649
6949695,0,1,0,2354,372,649
6950305,1,1,0,2354,372,649
6950325,1,1,1,2352,373,649
6950327,1,1,2,2350,374,649
6950328,1,1,1,2350,374,649
6950336,1,1,2,2348,375,649
6950341,1,1,1,2348,375,649
6950370,1,1,2,2346,376,649
6950373,1,1,1,2346,376,649
6950378,1,1,2,2344,377,649
6950382,1,1,3,2342,378,649
6950383,1,1,2,2342,378,649
6950389,1,1,1,2342,378,649
6950399,0,1,1,2342,378,649
6950585,0,1,0,2342,378,650
6951391,0,1,0,2343,377,650
6951998,0,1,0,2344,376,650
6952147,1,1,0,2344,376,650
6952150,1,1,1,2342,377,650
6952163,1,1,2,2340,378,650
6952166,1,1,3,2338,379,650
6952168,1,1,4,2336,380,650
6952171,1,1,5,2334,381,650
6952182,1,1,6,2332,382,650
6952193,1,1,5,2332,382,650
6952196,1,1,4,2332,382,650
6952200,1,1,5,2330,383,650
6952203,1,1,4,2330,383,650
6952204,1,1,3,2330,383,650
6952205,1,1,4,2328,384,650
6952211,1,1,3,2328,384,650
6952219,1,1,2,2328,384,650
6952221,1,1,3,2326,385,650
6952222,1,1,2,2326,385,650
6952224,1,1,3,2324,386,650
6952232,1,1,2,2324,386,650
6952236,1,1,3,2322,387,650
6952267,1,1,4,2320,388,650
6952268,1,1,5,2318,389,650
6952269,1,1,6,2316,390,650
6952281,1,1,5,2316,390,650
6952282,1,1,6,2314,391,650
6952297,1,1,7,2312,392,650
6952305,1,1,6,2312,392,650
6952310,1,1,5,2312,392,650
6952311,1,1,4,2312,392,650
6952320,1,1,5,2310,393,650
6952323,1,1,4,2310,393,650
6952326,1,1,3,2310,393,650
6952329,1,1,4,2308,394,650
6952335,1,1,5,2306,395,650
6952337,1,1,6,2304,396,650
6952342,1,1,5,2304,396,650
6952343,1,1,4,2304,396,650
6952349,1,1,5,2302,397,650
6952353,1,1,4,2302,397,650
6952354,1,1,3,2302,397,650
6952357,1,1,2,2302,397,650
6952358,1,1,3,2300,398,650
6952359,1,1,2,2300,398,650
6952362,1,1,1,2300,398,650
6952385,1,1,2,2298,399,650
6952389,1,1,1,2298,399,650
6952392,1,1,2,2296,400,650
6952400,1,1,3,2294,401,650
6952405,0,1,3,2294,401,650
6952408,0,1,2,2294,401,650
6952416,0,1,1,2294,401,650
6953167,0,1,1,2295,400,650
6953418,0,1,0,2295,400,651
6959655,0,1,0,2296,399,651
6961211,0,1,0,2297,398,651
6962337,0,1,0,2298,397,651
6963746,0,1,0,2299,396,651
6963814,0,1,0,2300,395,651
6965469,0,1,0,2301,394,651
6965804,0,1,0,2302,393,651
6966202,0,1,0,2303,392,651
6967840,1,1,0,2303,392,651
6967844,1,1,1,2301,393,651
6967852,1,1,2,2299,394,651
6967859,1,1,3,2297,395,651
6967872,1,1,4,2295,396,651
6967876,1,1,3,2295,396,651
6967878,1,1,2,2295,396,651
6967880,1,1,3,2293,397,651
6967882,1,1,2,2293,397,651
6967884,1,1,3,2291,398,651
6967891,1,1,2,2291,398,651
6967892,1,1,1,2291,398,651
6967895,1,1,2,2289,399,651
6967897,1,1,3,2287,400,651
6967902,1,1,2,2287,400,651
6967913,1,1,3,2285,401,651
6967917,1,1,4,2283,402,651
6967927,1,1,3,2283,402,651
6967928,1,1,2,2283,402,651
6967929,1,1,3,2281,403,651
6967930,1,1,2,2281,403,651
6967931,1,1,1,2281,403,651
6967944,1,1,2,2279,404,651
6967953,1,1,1,2279,404,651
6967957,1,1,2,2277,405,651
6967969,1,1,3,2275,406,651
6967973,1,1,4,2273,407,651
6967975,1,1,5,2271,408,651
6967978,0,1,5,2271,408,651
6967980,0,1,4,2271,408,651
6967994,0,1,3,2271,408,651
6968010,0,1,2,2271,408,651
6968016,0,1,1,2271,408,651
6968189,1,1,1,2271,408,651
6968206,1,1,2,2269,409,651
6968210,0,1,2,2269,409,651
6968232,0,1,1,2269,409,651
6968518,0,1,0,2269,409,652
6969373,0,1,0,2270,408,652
6970172,0,1,0,2271,407,652
6970539,1,1,0,2271,407,652
6970552,1,1,1,2269,408,652
6970555,1,1,2,2267,409,652
6970561,1,1,1,2267,409,652
6970564,1,1,2,2265,410,652
6970565,1,1,1,2265,410,652
6970571,0,1,1,2265,410,652
6970986,0,1,0,2265,410,653
6972157,0,1,0,2266,409,653
6974204,0,1,0,2267,408,653
6976639,0,1,0,2268,407,653
6977974,0,1,0,2269,406,653
6977983,0,1,0,2270,405,653
6978272,0,1,0,2271,404,653
6979323,0,1,0,2272,403,653
6981337,0,1,0,2273,402,653
6981347,0,1,0,2274,401,653
6982284,0,1,0,2275,400,653
6983454,0,1,0,2276,399,653
6983736,0,1,0,2277,398,653
6984153,0,1,0,2278,397,653
6984738,0,1,0,2279,396,653
6984933,0,1,0,2280,395,653
6986136,0,1,0,2281,394,653
6986437,0,1,0,2282,393,653
6986930,0,1,0,2283,392,653
6987857,1,1,0,2283,392,653
6987884,1,1,1,2281,393,653
6987897,1,1,2,2279,394,653
6987899,1,1,1,2279,394,653
6987906,1,1,2,2277,395,653
6987920,1,1,3,2275,396,653
6987925,1,1,2,2275,396,653
6987929,1,1,1,2275,396,653
6987930,1,1,2,2273,397,653
6987935,1,1,3,2271,398,653
6987947,1,1,4,2269,399,653
6987948,1,1,3,2269,399,653
6987949,1,1,4,2267,400,653
6987951,1,1,5,2265,401,653
6987953,1,1,4,2265,401,653
6987955,1,1,5,2263,402,653
6987957,1,1,4,2263,402,653
6987961,1,1,3,2263,402,653
6987963,1,1,4,2261,403,653
6987965,1,1,5,2259,404,653
6987970,1,1,4,2259,404,653
6987973,1,1,3,2259,404,654
6987975,1,1,4,2257,405,654
6987981,0,1,4,2257,405,654
6988004,0,1,3,2257,405,654
6988032,0,1,2,2257,405,654
6988059,0,1,1,2257,405,654
6989489,0,1,1,2258,404,654
6989581,0,1,1,2259,403,654
6989650,0,1,1,2260,402,654
6990082,0,1,1,2261,401,654
6990143,1,1,1,2261,401,654
6990144,1,1,2,2259,402,654
6990153,1,1,1,2259,402,654
6990171,0,1,1,2259,402,654
6990394,0,1,0,2259,402,655
6991008,0,1,0,2260,401,655
6993386,0,1,0,2261,400,655
6994267,0,1,0,2262,399,655
6995727,0,1,0,2263,398,655
6996051,0,1,0,2264,397,655
6996467,0,1,0,2265,396,655
6996978,0,1,0,2266,395,655
6997691,0,1,0,2267,394,655
7001066,0,1,0,2268,393,655
7001725,1,1,0,2268,393,655
7001726,1,1,1,2266,394,655
7001750,1,1,2,2264,395,655
7001752,1,1,1,2264,395,655
7001760,1,1,2,2262,396,655
7001769,1,1,3,2260,397,655
7001780,1,1,2,2260,397,655
7001781,1,1,3,2258,398,655
7001790,1,1,4,2256,399,655
7001791,1,1,3,2256,399,655
7001792,1,1,2,2256,399,655
7001799,1,1,1,2256,399,655
7001807,1,1,2,2254,400,655
7001808,1,1,3,2252,401,655
7001811,1,1,4,2250,402,655
7001815,1,1,5,2248,403,655
7001819,1,1,6,2246,404,655
7001821,1,1,7,2244,405,655
7001832,1,1,8,2242,406,655
7001834,1,1,7,2242,406,655
7001835,1,1,6,2242,406,655
7001839,1,1,7,2240,407,655
7001841,1,1,6,2240,407,655
7001842,1,1,5,2240,407,655
7001845,1,1,4,2240,407,655
7001848,1,1,5,2238,408,655
7001861,1,1,4,2238,408,655
7001866,1,1,5,2236,409,655
7001870,1,1,4,2236,409,655
7001872,1,1,5,2234,410,655
7001876,1,1,6,2232,411,655
7001880,1,1,5,2232,411,655
7001883,1,1,4,2232,411,655
7001890,1,1,3,2232,411,655
7001896,1,1,2,2232,411,655
7001899,1,1,1,2232,411,655
7001918,1,1,2,2230,412,655
7001919,1,1,3,2228,413,655
7001924,1,1,4,2226,414,655
7001928,1,1,3,2226,414,655
7001929,1,1,4,2224,415,655
7001930,1,1,3,2224,415,655
7001943,1,1,2,2224,415,655
7001949,1,1,3,2222,416,655
7001971,1,1,2,2222,416,655
7001998,1,1,3,2220,417,655
7002010,1,1,2,2220,417,656
7002012,1,1,3,2218,418,656
7002015,1,1,2,2218,418,656
7002017,0,1,2,2218,418,656
7002018,0,1,1,2218,418,656
7002403,0,1,0,2218,418,657
7003055,0,1,0,2219,417,657
7004829,0,1,0,2220,416,657
7005085,0,1,0,2221,415,657
7005509,0,1,0,2222,414,657
7005601,0,1,0,2223,413,657
7006755,0,1,0,2224,412,657
7009396,0,1,0,2225,411,657
7010086,0,1,0,2226,410,657
7010447,0,1,0,2227,409,657
7010795,0,1,0,2228,408,657
7012414,0,1,0,2229,407,657
7012460,0,1,0,2230,406,657
7013926,0,1,0,2231,405,657
7015673,0,1,0,2232,404,657
7017252,0,1,0,2233,403,657
7017499,0,1,0,2234,402,657
7017762,0,1,0,2235,401,657
7017927,0,1,0,2236,400,657
7018163,0,1,0,2237,399,657
7018403,1,1,0,2237,399,657
7018428,1,1,1,2235,400,657
7018468,1,1,2,2233,401,657
7018470,1,1,1,2233,401,657
7018474,1,1,2,2231,402,657
7018475,1,1,1,2231,402,657
7018476,1,1,2,2229,403,657
7018481,1,1,1,2229,403,657
7018489,1,1,2,2227,404,657
7018492,1,1,1,2227,404,657
7018500,1,1,2,2225,405,657
7018501,1,1,3,2223,406,657
7018509,1,1,4,2221,407,657
7018516,1,1,3,2221,407,657
7018521,1,1,2,2221,407,657
7018523,0,1,2,2221,407,657
7018529,0,1,1,2221,407,657
7019049,0,1,1,2222,406,657
7019193,0,1,1,2223,405,657
7019610,0,1,0,2223,405,658
7019678,0,1,0,2224,404,658
